product_name,image_url,product_lables
BOTTLE,https://m.media-amazon.com/images/I/51Np+iuzhSL._AC_UL320_.jpg,Font Twig Pattern Rectangle Jewellery Metal Electric blue Fashion accessory Circle Body jewelry Vacuum flask
BOTTLE,https://m.media-amazon.com/images/I/51Da+TBexCL._AC_UL320_.jpg,Window Door Tints and shades Font Wood Metal Monochrome photography Monochrome Window treatment Pattern Vacuum flask
BOTTLE,https://m.media-amazon.com/images/I/41GC5Z0FrhL._AC_UL320_.jpg,Liquid Cylinder Gas Glass Rectangle Metal Transparent material Font Transparency Pattern Vacuum flask
BOTTLE,https://m.media-amazon.com/images/I/61c-GtJ+0eL._AC_UL320_.jpg,Liquid Bottle Drinkware Water Fluid Drink Cylinder Glass bottle Tints and shades Gas Vacuum flask
BOTTLE,https://m.media-amazon.com/images/I/611Ugi6GpNL._AC_UL320_.jpg,Liquid Bottle Drinkware Azure Solution Fluid Plastic bottle Water bottle Aqua Drink
BOTTLE,https://m.media-amazon.com/images/I/61vviYkktmL._AC_UL320_.jpg,Colorfulness Blue Electric blue Tints and shades Parallel Symmetry Magenta Pattern Rectangle Art
BOTTLE,https://m.media-amazon.com/images/I/61vyyDN4a2L._AC_UL320_.jpg,Colorfulness Blue Purple Rectangle Violet Material property Magenta Tints and shades Electric blue Parallel
BOTTLE,https://m.media-amazon.com/images/I/612I0tsJwQS._AC_UL320_.jpg,Liquid Product Blue Azure Fluid Cylinder Material property Violet Gas Electric blue Bottle Bottle Bottle Bottle Bottle Bottle Tableware Tableware
BOTTLE,https://m.media-amazon.com/images/I/61ZHrwUreAL._AC_UL320_.jpg,Azure Human body Rectangle Aqua Material property Tints and shades Font Magenta Linens Electric blue
KEYBOARD,https://m.media-amazon.com/images/I/510OM8sOrkL._AC_UY218_.jpg,Computer keyboard Peripheral Input device Space bar Rectangle Office equipment Keyboard Computer Laptop accessory Computer hardware Computer keyboard Computer keyboard
KEYBOARD,https://m.media-amazon.com/images/I/61rsK1maJrL._AC_UY218_.jpg,Input device Space bar Peripheral Office equipment Office supplies Gadget Font Laptop accessory Numeric keypad Electronic device
KEYBOARD,https://m.media-amazon.com/images/I/61-kTKQuDUL._AC_UY218_.jpg,Computer keyboard Peripheral Input device Computer Office equipment Rectangle Laptop accessory Space bar Font Laptop part Computer keyboard
KEYBOARD,https://m.media-amazon.com/images/I/51HjGhVf9IL._AC_UY218_.jpg,Computer keyboard Computer Peripheral Input device Office equipment Laptop accessory Rectangle Computer hardware Font Composite material Computer keyboard
KEYBOARD,https://m.media-amazon.com/images/I/712n88HBTYL._AC_UY218_.jpg,Communication Device Gadget Font Input device Office supplies Electronic device Technology Calculator Peripheral Multimedia Computer keyboard Mouse
KEYBOARD,https://m.media-amazon.com/images/I/715q3cqCirL._AC_UY218_.jpg,Peripheral Input device Office equipment Computer keyboard Space bar Gadget Electronic instrument Font Computer hardware Numeric keypad Mouse Computer keyboard
KEYBOARD,https://m.media-amazon.com/images/I/613Tk-Ci6NL._AC_UY218_.jpg,Input device Peripheral Office equipment Computer Gadget Laptop accessory Space bar Font Laptop part Computer hardware Computer keyboard
TSHIRT,https://m.media-amazon.com/images/I/71Kt+6FRcEL._AC_UL320_.jpg,White Beard Black Neck Sleeve Gesture Grey Smile Jersey T-shirt Top Top
TSIHRT,https://m.media-amazon.com/images/I/61hjQIFjtUL._AC_UL320_.jpg,White Muscle Smile Product Black Neck Jersey Dress shirt Sleeve Gesture Top Top
TSHIRT,https://m.media-amazon.com/images/I/71eUwDk8z+L._AC_UL320_.jpg,Muscle Dress shirt Black Neck Sleeve Gesture Collar Elbow Button Chest Top Top
TSHIRT,https://m.media-amazon.com/images/I/61xoc0hYPiL._AC_UL320_.jpg,Shoulder Polo shirt Neck Sleeve Gesture Jersey Grey Collar Elbow T-shirt Top Pants Top
TSHIRT,https://m.media-amazon.com/images/I/61EcUsYCJ+L._AC_UL320_.jpg,Joint Shoulder Arm Polo shirt Muscle Product Azure Neck Jersey Sleeve Top Jeans
TSHIRT,https://m.media-amazon.com/images/I/81F+zV1Y32L._AC_UL320_.jpg,Joint Arm Polo shirt Muscle Dress shirt Neck Jersey Sleeve Gesture Collar Top Top
TSHIRT,https://m.media-amazon.com/images/I/714KPmfTO3L._AC_UL320_.jpg,Joint Shoulder White Human body Neck Sleeve Cap Gesture Grey Hat Top Top Jeans
TSHIRT,https://m.media-amazon.com/images/I/81Yw-UfQuwL._AC_UL320_.jpg,Watch Joint Jeans Muscle Dress shirt Azure Human body Neck Sleeve Jersey Top
CHAIR,https://m.media-amazon.com/images/I/41eaJ88hR-L._AC_UL480_FMwebp_QL65_.jpg,Nilkamal Plastics Furniture Chair Outdoor furniture Wood Comfort Rectangle Armrest Hardwood Plant Terrestrial plant Chair
CHAIR,https://m.media-amazon.com/images/I/41b0zi94czL._AC_UL480_FMwebp_QL65_.jpg,Material property Composite material Drinkware Electric blue Event Font Serveware Auto part Plastic Metal Chair
CHAIR,https://m.media-amazon.com/images/I/61EzmWfV-sL._AC_UL480_FMwebp_QL65_.jpg,Furniture Plant Product Wood Rectangle Outdoor furniture Terrestrial plant Chair Hardwood Table Chair Houseplant
CHAIR,https://m.media-amazon.com/images/I/51rp9qohPsL._AC_UL480_FMwebp_QL65_.jpg,Furniture Chair Rectangle Outdoor furniture Composite material Natural material Wood Pattern Event Plastic Chair
CHAIR,https://m.media-amazon.com/images/I/61Va1HXgqtL._AC_UL480_FMwebp_QL65_.jpg,Rectangle Chair Gas Electric blue Synthetic rubber Pattern Auto part Metal Fashion accessory Composite material Chair
CHAIR,https://m.media-amazon.com/images/I/61Ot12y-tuL._AC_UL480_FMwebp_QL65_.jpg,Magis Furniture White Chair Product Wood Comfort Line Outdoor furniture Natural material Material property Chair Chair Chair Chair
SOFA,https://m.media-amazon.com/images/I/511w-d1wp1L._AC_UL480_FMwebp_QL65_.jpg,Rectangle Violet Font Magenta Art Natural material Creative arts Couch Asphalt Electric blue Throw pillow Throw pillow Throw pillow Throw pillow Throw pillow Pillow Pillow Pillow Pillow Pillow
SOFA,https://m.media-amazon.com/images/I/71hUFq4QQcL._AC_UL480_FMwebp_QL65_.jpg,Furniture Table Plant Building Rectangle Comfort Couch Wood Picture frame Architecture Couch Picture frame Lighting
SOFA,https://m.media-amazon.com/images/I/71QAorsZX0L._AC_UL480_FMwebp_QL65_.jpg,Furniture Rectangle Wood Couch Interior design Pillow Wood stain Outdoor furniture Hardwood Comfort Throw pillow Throw pillow Throw pillow Pillow
SOFA,https://m.media-amazon.com/images/I/61iFen8QtIL._AC_UL480_FMwebp_QL65_.jpg,Couch Furniture Property Table Picture frame Comfort Rectangle Interior design studio couch Living room Couch
SOFA,https://m.media-amazon.com/images/I/81mtiyuurWL._AC_UL480_FMwebp_QL65_.jpg,Furniture Plant Product Rectangle Wood Outdoor furniture Interior design Floor Flooring Wall Couch Throw pillow Throw pillow Throw pillow Pillow Loveseat
SOFA,https://m.media-amazon.com/images/I/71T-j9kt-6L._AC_UL480_FMwebp_QL65_.jpg,Couch Property Furniture Rectangle Product Wood Lighting Interior design Plant studio couch Loveseat Couch Houseplant
SOFA,https://m.media-amazon.com/images/I/61Xzb+UhxgL._AC_UL480_FMwebp_QL65_.jpg,Furniture Couch Rectangle Azure Interior design Wood Wall Aqua Font Hardwood Couch Loveseat Houseplant Throw pillow Picture frame
SAMSUNG PHONE,https://m.media-amazon.com/images/I/913EiorAS0L._AC_UY327_FMwebp_QL65_.jpg,Samsung Samsung Product Mobile phone Communication Device Gadget Telephony Font Portable communications device Material property Liquid Technology Mobile phone
SAMSUNG PHONE,https://m.media-amazon.com/images/I/91fonhAtoAL._AC_UY327_FMwebp_QL65_.jpg,Photograph Product Mobile phone Telephony Communication Device Font Portable communications device Gadget Material property Rectangle Mobile phone Mobile phone
SAMSUNG PHONE,https://m.media-amazon.com/images/I/91L9EF-OEGL._AC_UY327_FMwebp_QL65_.jpg,Photograph Product Telephony Communication Device Font Portable communications device Mobile phone Material property Gadget Rectangle Mobile phone Mobile phone
SAMSUNG PHONE,https://m.media-amazon.com/images/I/71669TpsvKL._AC_UY327_FMwebp_QL65_.jpg,Samsung Azure Communication Device Rectangle Font Gadget Material property Portable communications device Gas Electric blue Electronic device Mobile phone
IPHONE,https://m.media-amazon.com/images/I/71657TiFeHL._AC_UY327_FMwebp_QL65_.jpg,White Automotive lighting Rectangle Communication Device Gadget Bumper Telephony Technology Portable communications device Font
IPHONE,https://m.media-amazon.com/images/I/61VuVU94RnL._AC_UY327_FMwebp_QL65_.jpg,Photograph Product Rectangle Purple Mobile phone Communication Device Violet Telephony Portable communications device Gadget Mobile phone Camera Mobile phone
IPHONE,https://m.media-amazon.com/images/I/71d7rfSl0wL._AC_UY327_FMwebp_QL65_.jpg,Rectangle Communication Device Automotive lighting Gadget Portable communications device Mobile phone Electronic device Telephony Font Electric blue Camera Mobile phone
IPHONE,https://m.media-amazon.com/images/I/71zFRCcMS2L._AC_UY327_FMwebp_QL65_.jpg,Automotive lighting Communication Device Rectangle Telephony Gadget Portable communications device Technology Bumper Auto part Metal
SHOES WHITE,https://m.media-amazon.com/images/I/71F3SMPmvsL._AC_UL480_FMwebp_QL65_.jpg,Nike Nike Footwear Shoe Outdoor shoe Sneakers Walking shoe Mammal Grey Beige Sportswear Font Shoe Shoe
SHOES WHITE,https://m.media-amazon.com/images/I/610g3QygS9L._AC_UL480_FMwebp_QL65_.jpg,Nike Footwear Shoe Walking shoe Grey Sportswear Sneakers Font Composite material Pattern Athletic shoe Shoe Shoe
SHOES WHITE,https://m.media-amazon.com/images/I/314rmoQUzHL._AC_UL480_FMwebp_QL65_.jpg,Nike Footwear Shoe Sneakers Walking shoe Grey Outdoor shoe Font Sportswear Athletic shoe Pattern Shoe Shoe
SHOES WHITE,https://m.media-amazon.com/images/I/711FC3hoA8L._AC_UL480_FMwebp_QL65_.jpg,Nike Footwear Shoe Walking shoe Grey Sneakers Outdoor shoe Sportswear Athletic shoe Pattern Carmine Shoe Shoe
SHOES WHITE,https://m.media-amazon.com/images/I/61Br94pfipL._AC_UL480_FMwebp_QL65_.jpg,Nike Nike Nike Footwear Shoe Walking shoe Sneakers Font Sportswear Electric blue Fashion design Athletic shoe Outdoor shoe Shoe Shoe
SHOES BLACK,https://m.media-amazon.com/images/I/818h6vC5g7L._AC_UL480_FMwebp_QL65_.jpg,Nike Footwear Walking shoe Sportswear Grey Sneakers Font Composite material Electric blue Athletic shoe Cross training shoe Shoe
SHOES BLACK,https://m.media-amazon.com/images/I/81ZPiBAvEQL._AC_UL480_FMwebp_QL65_.jpg,Footwear Shoe Outdoor shoe Walking shoe Sneakers Sportswear Grey Font Cross training shoe Composite material Shoe
SHOES BLACK,https://m.media-amazon.com/images/I/71cy1dbMh5L._AC_UL480_FMwebp_QL65_.jpg,Nike Footwear Shoe Walking shoe Grey Sneakers Font Sportswear Composite material Electric blue Athletic shoe Shoe Shoe
SHOES BLACK,https://m.media-amazon.com/images/I/71lVk-4gvVL._AC_UL480_FMwebp_QL65_.jpg,Nike Shoe Walking shoe Grey Sneakers Outdoor shoe Sportswear Electric blue Athletic shoe Composite material Carmine Shoe Shoe
MOUSE,"https://m.media-amazon.com/images/I/61hzuoXwjqL._AC_UF1000,1000_QL80_.jpg",Peripheral Input device Mouse Computer hardware Laptop accessory Font Computer component Personal computer hardware Composite material Computer accessory Mouse
MOUSE,"https://m.media-amazon.com/images/I/41hQB7KTFjL._AC_UF1000,1000_QL80_.jpg",Peripheral Input device Mouse Computer hardware Font Computer component Personal computer hardware Computer accessory Logo Office equipment Mouse
MOUSE,"https://m.media-amazon.com/images/I/51sZtLR6qLL._AC_UF350,350_QL80_.jpg",Peripheral Input device Computer Mouse Computer keyboard Computer hardware Space bar Font Gadget Technology Mouse
MOUSE,https://rukminim2.flixcart.com/image/850/1000/kxnl6kw0/mouse/5/8/m/wireless-gaming-mouse-rechargeable-500-mah-battery-upto-3200-dpi-original-imaga2da9yxvenhc.jpeg,Mouse Peripheral Automotive design Input device Technology Font Sports gear Electronic device Vehicle Computer hardware Mouse
SHOES,https://rukminim2.flixcart.com/image/850/1000/kxnl6kw0/mouse/5/8/m/wireless-gaming-mouse-rechargeable-500-mah-battery-upto-3200-dpi-original-imaga2da9yxvenhc.jpeg?q=90&crop=false,Mouse Peripheral Automotive design Input device Technology Font Sports gear Electronic device Vehicle Computer hardware Mouse
MOUSE,https://rukminim2.flixcart.com/image/850/1000/xif0q/mouse/z/h/1/wireless-gaming-mouse-rechargeable-500-mah-battery-upto-3200-dpi-original-imagr92dzw9hzhx3.jpeg?q=90&crop=false,Peripheral Input device Automotive design Gadget Mouse Electronic device Font Personal protective equipment Electric blue Computer hardware Mouse
SPARX MEN'S SC0162G SNEAKERS,https://m.media-amazon.com/images/I/71xWtLhH2GL._SX695_.jpg,Footwear Shoe Product Walking shoe Grey Sportswear Sneakers Skate shoe Font Outdoor shoe Shoe Shoe
PUMA WOMENS KENDALL WNS RUNNING SHOE,https://m.media-amazon.com/images/I/61C+Y9zoAQL._SY695_.jpg,Puma Footwear Shoe Outdoor shoe Walking shoe Sportswear Cleat Sneakers Font Magenta Skate shoe Shoe
NIVIA MEN'S COMBAT 2.0 BASKETBALL SHOES,https://m.media-amazon.com/images/I/71YG7EClYfL._SX679_.jpg,Nivia Sports Footwear Shoe Outdoor shoe Walking shoe Grey Font Sportswear Sneakers Athletic shoe Electric blue Shoe
ADIDAS MENS AMALGO M RUNNING SHOE,https://m.media-amazon.com/images/I/81ATe15IyHL._SX695_.jpg,Adidas Footwear Shoe Walking shoe Outdoor shoe Grey Sneakers Sportswear Font Athletic shoe Pattern Shoe
RED TAPE CASUAL SNEAKER SHOES FOR MEN,https://m.media-amazon.com/images/I/61OBcY37KXL._SY695_.jpg,Footwear Outdoor shoe Walking shoe Sportswear Sneakers Font Athletic shoe Cross training shoe Electric blue Running shoe Shoe
BATA MENS MAXUNIFORM DRESS SHOE,https://m.media-amazon.com/images/I/710+f7XX2FL._SY695_.jpg,Brown Shoe Walking shoe Sportswear Sneakers Font Athletic shoe Outdoor shoe Electric blue Logo Shoe
SPARX MENS SX0675G WALKING SHOE,https://m.media-amazon.com/images/I/71u2XOFXAIL._SX695_.jpg,Footwear Shoe Outdoor shoe Sneakers Walking shoe Grey Sportswear Font Synthetic rubber Electric blue Shoe
CAMPUS STACK SNEAKERS FOR MEN,https://m.media-amazon.com/images/I/61U0BBQYhrL._SY695_.jpg,Footwear Shoe Outdoor shoe Walking shoe Cleat Grey Sneakers Sportswear Font Athletic shoe Shoe
ADIDAS MENS REGULAR FIT M SERENO BOS T2 JERSEYS,https://m.media-amazon.com/images/I/71IQc8cAIQL._SX569_.jpg,Adidas Hair Outerwear Arm Shoulder White Neck Human body Sleeve Jersey Mammal Person Top Top Person
ADIDAS MEN'S REGULAR FIT M D2M POLO,https://m.media-amazon.com/images/I/71fKZrHSO9L._SX569_.jpg,Joint Arm Shoulder Jersey Human body Neck Sleeve Gesture Collar Elbow Person Top Top Person Shirt
PUMA MEN'S SOLID REGULAR FIT T-SHIRT,https://m.media-amazon.com/images/I/71FAiQfnqSL._SX569_.jpg,Puma Arm Shoulder White Human body Neck Sleeve Gesture Elbow Grey Collar Person Top Top Person
PUMA MEN'S REGULAR FIT T-SHIRT,https://m.media-amazon.com/images/I/61z4pzDQROL._SX569_.jpg,Arm Shoulder Jersey Azure Human body Sleeve Waist Gesture Elbow Collar Outerwear Person
PUMA MEN'S T-SHIRT,https://m.media-amazon.com/images/I/71N-eWQzzjL._SX569_.jpg,Puma Shoulder White Jersey Human body Neck Dress shirt Sleeve Gesture Elbow Grey Person Top Top Person Pants
REEBOK MEN'S REGULAR FIT T-SHIRT,https://m.media-amazon.com/images/I/51-FneXbwrL._SY741_.jpg,Reebok Polo shirt Arm Shoulder Jersey Sports uniform Sleeve Gesture Collar Elbow Sportswear Person Top Person Top Pants
DENNIS LINGO MEN'S COTTON BUFFALO CHECK SLIM FIT CASUAL SHIRT WITH POCKET,https://m.media-amazon.com/images/I/51oqHcH9mcL._SY741_.jpg,Face Arm Tartan Shirt Shoulder Dress shirt Neck Human body Sleeve Jersey Top Person Person Shirt
THOMAS SCOTT MEN'S SMART SLIM FIT BAND COLLAR PURE COTTON DENIM CASUAL OVERDYED SHIRT,https://m.media-amazon.com/images/I/61a9DdTG-sL._SY741_.jpg,Jeans Hand Shirt Arm Shoulder Dress shirt Jersey Human body Dress Neck Top Person Person Shirt Jeans
LYMIO MEN T-SHIRT,https://m.media-amazon.com/images/I/71x4rLhMkML._SY741_.jpg,Joint Outerwear Shoulder Muscle Product Stomach Dress shirt Neck Sleeve Standing Watch Top Pants Clothing
GRECIILOOKS TRACK PANT FOR MEN,https://m.media-amazon.com/images/I/51rgGjt-lnL._SY741_.jpg,Shoe Active pants Sleeve Dress shirt Waist Gesture Khaki pants Collar Thigh Knee Pants Shoe Shoe
U.S. POLO ASSN. MEN SIGNATURE LOGO PURE COTTON,https://m.media-amazon.com/images/I/61fRzTKtwAL._SX569_.jpg,U.S. Polo Assn. U.S. Polo Assn. White Neck Sleeve Textile Waist Orange Grey Style Trunks Denim Shorts Person Underpants
VIMAL JONNEY MEN'S SLIM TRACK PANTS,https://m.media-amazon.com/images/I/71aNV7oOkmL._SX679_.jpg,Joint Leg Active pants Neck Sleeve Waist Knee Thigh Gesture Grey Pants Pants Pants Person Person Person Shoe Shoe Shoe
FASTRACK CASUAL ANALOG WHITE DIAL MEN'S WATCH,https://m.media-amazon.com/images/I/51Z3J7uzNfL._SX679_.jpg,Fastrack Watch Analog watch Watch accessory Clock Rectangle Font Metal Brand Fashion accessory Steel Watch
SONATA MEN LEATHER ANALOG WHITE DIAL WATCH,https://m.media-amazon.com/images/I/71QvcBxXXxL._SY741_.jpg,Watch Analog watch White Light Product Clock Watch accessory Rectangle Font Material property Watch
CASIO MEN STAINLESS STEEL ANALOG BLACK DIAL WATCH,https://m.media-amazon.com/images/I/61hpIjX15vL._SX679_.jpg,Casio Watch Analog watch Clock Watch accessory Font Silver Metal Fashion accessory Nickel Brand Watch
TITAN ANALOG SILVER DIAL GOLD BAND MENS STAINLESS STEEL WATCH,https://m.media-amazon.com/images/I/81lfqanrciL._SY741_.jpg,Titan Company Watch Analog watch Clock Font Watch accessory Material property Silver Rectangle Metal Circle Watch
FIRE-BOLTT NINJA CALL PRO PLUS 1.83 SMART WATCH WITH BLUETOOTH CALLING,https://m.media-amazon.com/images/I/61AHiYyu3ZL._SX679_.jpg,Smile Gesture Gadget Audio equipment Font Communication Device Auto part Output device Clock Wrist Watch Person Person
MILTON PRUDENT 1100 THERMOSTEEL 24 HOURS HOT AND COLD WATER BOTTLE,https://m.media-amazon.com/images/I/71TLCsrjEnL._SX679_.jpg,Tim Hortons Liquid Bottle Fluid Drinkware Plastic bottle Glass bottle Alcoholic beverage Cylinder Tints and shades Electric blue Bottle Bottle
MILTON AQUA 500 STAINLESS STEEL WATER BOTTLE 500-ML LIGHT-PINK,https://m.media-amazon.com/images/I/51AOvn+e1QL._SX679_.jpg,Liquid Bottle Fluid Tints and shades Magenta Plastic bottle Cylinder Drink Plastic Peach
"REDMI 12 (MOONSTONE SILVER,6GB RAM, 128GB STORAGE)",https://m.media-amazon.com/images/I/71ij5dqxbeL._SX679_.jpg,Redmi Redmi Mobile phone Communication Device Portable communications device Gadget Gesture Grey Telephony Font Smartphone Rectangle Mobile phone Mobile phone
"REDMI A3 (OLIVE GREEN, 3GB RAM, 64GB STORAGE)",https://m.media-amazon.com/images/I/71dJSabHYiL._SX679_.jpg,Automotive tire Audio equipment Automotive lighting Font Gadget Communication Device Sports equipment Automotive design Camera Auto part Mobile phone Mobile phone
APPLE IPHONE-14,https://m.media-amazon.com/images/I/51Sn5X2gfaL._SX679_.jpg,iPhone Communication Device Portable communications device Gesture Mobile phone Telephony Gadget Sleeve Smartphone Aluminium Metal Mobile phone
APPLE IPHONE 15-PRO MAX,https://m.media-amazon.com/images/I/61Jrsu9d3-L._SX679_.jpg,Mobile phone Communication Device Portable communications device Telephony Gesture Grey Bumper Gadget Automotive exterior Font
